BTmag,e_Plx,e_DEdeg,e_RAdeg,pmDE,pmRA,Plx,Vmag,B-V,VTmag,V-I,Hpmag,e_B-V,e_V-I,r_Vmag,r_SpType,SpType
10.934,1.02,0.83,0.82,-6.48,3.22,1.38,8.95,1.549,9.07,1.61,9.0655,0.035,0.08,1,0,1
10.177,1.47,0.89,1.17,2.16,1.74,11.73,9.51,0.595,9.527,0.67,9.6369,0.033,0.03,1,2,0
6.12,0.59,0.4,0.4,-1.1,3.05,0.97,5.78,0.294,5.828,0.43,5.8676,0.03,0.03,1,7,1
8.918,0.92,0.68,0.69,7.48,20.96,10.25,8.39,0.469,8.419,0.54,8.4942,0.014,0.01,1,0,1
10.949,1.01,0.85,0.79,-2.38,-1.19,1.71,9.1,1.438,9.226,1.43,9.2379,0.042,0.07,1,0,1
10.773,1.33,0.89,1.14,-0.73,8.19,2.72,8.81,1.473,9.041,2.54,8.8247,0.031,0.12,1,2,1
9.885,0.99,0.68,0.84,-23.27,-30.88,3.44,8.4,1.147,8.531,1.11,8.5621,0.02,0.02,1,2,1
8.286,0.73,0.64,0.59,17.89,15.14,5.89,8.04,0.206,8.067,0.23,8.1059,0.01,0.01,1,0,0
10.651,1.54,1.04,1.29,-5.62,-29.25,4.33,10.1,0.46,10.133,0.53,10.201,0.015,0.02,1,2,0
9.257,1.07,0.69,0.91,-12.75,1.98,2.49,8.2,0.88,8.317,0.89,8.3619,0.015,0.01,1,2,1
9.806,1.27,0.72,0.88,-32.93,8.98,2.76,8.32,1.154,8.444,1.12,8.4896,0.017,0.01,1,3,1
8.275,0.87,0.64,0.71,-21.23,-5.89,7.65,7.8,0.445,7.845,0.51,7.8959,0.015,0.02,0,7,1
7.248,0.78,0.44,0.41,31.77,-36.7,4.97,5.14,1.587,5.336,1.61,5.2561,0.005,0.01,1,7,1
8.958,1.06,0.68,0.85,-62.02,-9.61,13.78,7.94,0.824,8.008,0.85,8.0912,0.013,0.01,0,3,0
5.686,0.71,0.5,0.6,-14.18,0.91,3.81,5.89,-0.146,5.849,-0.14,5.8348,0.0,0.0,1,7,1
11.368,1.88,1.31,1.51,-23.12,16.54,1.25,10.78,0.328,10.89,0.38,10.8935,0.003,0.0,0,2,0
4.191,0.82,0.6,1.09,-3.56,15.23,4.97,4.34,-0.123,4.323,-0.08,4.3098,0.003,0.03,1,7,0
3.431,0.61,0.37,0.4,-9.15,17.77,5.46,3.69,-0.196,3.647,-0.23,3.6112,0.004,0.03,1,7,1
7.996,0.84,0.56,0.72,-1.89,-4.77,4.53,7.64,0.317,7.681,0.37,7.7198,0.003,0.0,1,7,1
10.494,0.94,0.84,0.78,-0.14,17.6,2.01,10.09,0.349,10.135,0.41,10.1744,0.041,0.06,1,0,0
7.708,0.84,0.63,0.78,-46.04,-18.57,9.75,6.18,1.17,6.303,1.08,6.3527,0.015,0.03,0,7,1
9.677,0.66,0.55,0.53,-44.31,57.45,3.74,8.07,1.236,8.21,1.19,8.2302,0.015,0.01,1,0,1
10.276,1.24,0.89,0.86,0.15,-2.12,1.23,9.64,0.57,9.712,0.64,9.763,0.015,0.01,1,7,1
9.996,1.25,0.83,0.73,8.98,30.22,1.81,8.74,0.98,8.856,0.96,8.9,0.017,0.01,1,1,1
10.376,1.16,0.93,0.95,37.09,49.22,3.97,9.9,0.453,9.909,0.52,10.0029,0.032,0.03,1,0,0
9.051,1.08,0.75,0.9,5.09,61.28,8.82,8.27,0.641,8.337,0.71,8.4008,0.015,0.01,1,2,0
6.489,1.4,1.09,1.68,-17.15,1422.09,64.38,5.57,0.715,5.677,0.78,5.7134,0.004,0.02,0,3,0
6.552,0.77,0.5,0.61,-3.57,-9.21,3.19,5.45,0.886,5.531,0.82,5.5949,0.006,0.03,1,7,1
7.88,0.84,0.6,0.69,-40.97,547.87,22.29,6.99,0.723,7.078,0.77,7.1261,0.001,0.0,1,2,0
10.639,1.26,0.86,0.85,-22.53,51.02,2.29,9.36,1.029,9.436,1.0,9.5289,0.028,0.02,1,0,1
10.681,1.45,0.94,0.94,-3.78,-13.07,4.18,9.11,1.247,9.2,1.21,9.278,0.028,0.03,1,1,1
9.978,1.13,0.77,0.73,0.91,1.63,0.27,8.57,1.082,8.708,1.04,8.7425,0.018,0.01,1,7,1
9.394,1.15,0.9,1.04,12.91,18.15,4.78,8.95,0.392,8.97,0.46,9.0442,0.001,0.0,0,7,0
8.185,0.85,0.52,0.71,-60.23,90.32,5.65,6.43,1.339,6.573,1.39,6.5688,0.021,0.02,1,7,1
10.572,1.19,0.7,1.07,4.96,24.03,3.36,8.77,1.393,8.906,1.37,8.9194,0.032,0.04,1,3,1
9.406,0.87,0.61,0.61,-4.67,-16.45,2.63,7.87,1.176,8.016,1.14,8.035,0.013,0.01,1,0,1
10.381,0.96,0.71,0.68,-5.97,1.01,1.8,8.64,1.288,8.874,3.21,8.473,0.023,0.04,1,0,1
9.045,1.2,0.74,1.13,-39.21,-2.45,6.54,8.55,0.427,8.613,0.49,8.6543,0.015,0.02,0,2,0
8.254,0.79,0.62,0.7,-18.79,72.34,6.72,6.84,1.101,6.959,1.06,7.0063,0.012,0.01,1,7,1
9.748,1.15,0.8,0.99,-25.15,-48.61,4.01,8.57,0.89,8.656,0.9,8.7251,0.015,0.01,1,7,1
10.64,1.12,0.85,0.84,-9.99,5.93,1.37,9.12,1.208,9.209,1.17,9.2862,0.031,0.03,1,0,1
9.385,1.15,0.81,0.6,2.05,49.65,5.85,8.8,0.511,8.864,0.58,8.912,0.015,0.02,1,1,0
9.835,0.76,0.66,0.63,-0.98,40.51,3.07,8.59,0.995,8.676,0.97,8.7525,0.018,0.01,1,0,1
9.57,0.92,0.8,0.74,-10.17,-29.02,4.84,9.02,0.488,9.05,0.56,9.1327,0.02,0.02,1,0,1
10.043,1.29,0.85,1.0,32.78,38.15,4.83,9.03,0.824,9.092,0.85,9.1686,0.025,0.02,1,3,0
10.796,1.0,0.67,0.87,-15.68,15.1,1.56,8.94,1.419,9.097,1.4,9.0781,0.037,0.06,1,2,1
8.189,0.84,0.57,0.53,-2.21,-5.6,7.76,7.96,0.181,7.992,0.2,8.0229,0.01,0.01,1,1,0
8.325,0.8,0.5,0.75,-10.66,-41.51,4.46,6.64,1.301,6.781,1.27,6.7964,0.015,0.06,1,7,1
9.244,0.89,0.59,0.78,0.13,-10.34,6.38,7.74,1.137,7.903,1.1,7.9086,0.028,0.03,1,2,1
8.078,0.64,0.52,0.52,53.2,122.92,9.56,7.37,0.611,7.438,0.68,7.4973,0.007,0.01,0,0,0
9.316,1.19,0.67,0.96,-17.25,9.72,5.47,7.91,1.091,8.034,1.05,8.0819,0.015,0.02,1,3,1
10.028,0.93,0.8,0.7,-31.75,-16.74,6.64,9.43,0.513,9.488,0.59,9.5422,0.021,0.02,1,0,0
7.993,0.66,0.57,0.55,-109.33,-127.24,16.35,7.43,0.482,7.489,0.57,7.545,0.014,0.02,1,7,1
10.776,1.57,1.08,1.27,29.83,57.66,6.87,9.97,0.706,9.979,0.76,10.1037,0.052,0.04,1,2,0
9.402,1.17,0.77,1.01,-50.73,-27.6,5.71,8.81,0.512,8.894,0.58,8.9167,0.001,0.0,0,2,0
7.988,0.77,0.52,0.65,60.03,-30.7,12.46,7.41,0.496,7.453,0.57,7.5218,0.011,0.01,0,1,0
9.763,1.38,0.9,1.3,-547.22,19.31,9.57,9.25,0.465,9.289,0.54,9.3491,0.026,0.03,0,7,0
9.456,1.16,0.85,0.82,0.57,-9.52,5.6,8.87,0.524,8.912,0.6,8.9832,0.015,0.02,1,2,0
10.247,1.22,0.65,1.03,84.7,111.01,24.02,9.21,0.846,9.268,0.86,9.3517,0.031,0.02,1,3,0
8.999,0.75,0.49,0.47,-1.38,-3.06,-0.03,6.77,1.725,6.975,1.67,6.9059,0.003,0.03,0,7,1
5.439,0.76,0.53,0.69,-254.08,-229.41,19.34,4.34,0.871,4.447,0.92,4.4995,0.003,0.01,1,7,1
9.456,1.04,0.75,0.88,-93.13,116.31,14.61,8.77,0.59,8.808,0.66,8.8895,0.015,0.01,0,7,0
10.476,1.38,0.89,0.91,-1.06,-6.09,2.61,9.32,0.923,9.411,0.92,9.4808,0.023,0.02,1,1,1
10.436,1.28,0.72,1.08,-10.55,-1.88,0.24,9.03,1.106,9.135,1.07,9.1984,0.033,0.03,1,3,1
10.134,1.09,0.8,0.56,-3.24,31.46,2.49,8.63,1.156,8.769,1.12,8.8012,0.019,0.02,1,1,1
9.462,1.07,0.79,0.74,-5.3,12.97,4.72,9.02,0.405,9.064,0.47,9.1108,0.015,0.02,1,0,1
9.339,1.48,0.8,1.1,-3.92,0.98,2.8,8.87,0.434,8.894,0.5,8.9686,0.018,0.02,1,3,0
10.464,1.24,0.82,0.71,26.35,39.57,4.54,8.85,1.273,8.95,1.23,9.0131,0.02,0.02,1,1,1
9.996,1.38,0.86,1.22,-36.93,100.22,7.5,9.26,0.61,9.328,0.68,9.3932,0.015,0.01,1,2,0
9.528,1.34,0.93,0.96,-0.59,19.38,5.89,8.96,0.503,9.012,0.58,9.0705,0.015,0.02,1,3,0
8.697,0.61,0.52,0.47,-28.79,-86.37,26.42,7.74,0.754,7.826,0.8,7.8814,0.005,0.01,1,0,0
8.364,0.81,0.49,0.76,-21.72,56.47,4.47,6.43,1.482,6.585,1.5,6.5543,0.009,0.01,1,3,1
8.99,1.19,0.72,0.84,-17.43,1.81,7.07,8.31,0.584,8.372,0.66,8.4405,0.013,0.01,1,3,0
9.41,1.02,0.73,0.86,0.33,28.05,1.92,8.24,0.926,8.341,0.92,8.401,0.014,0.01,1,2,1
8.007,1.02,0.64,0.99,-27.25,-30.83,9.25,7.77,0.231,7.776,0.26,7.8301,0.013,0.02,0,2,0
9.827,1.01,0.72,0.69,-26.42,41.34,1.54,8.62,0.94,8.739,0.93,8.782,0.018,0.01,1,0,1
9.696,1.08,0.74,0.71,7.3,5.99,1.5,8.1,1.227,8.241,1.19,8.2625,0.013,0.01,1,0,1
8.728,0.8,0.57,0.66,-20.6,0.95,4.14,6.92,1.383,7.074,1.36,7.0628,0.012,0.01,1,7,1
8.839,0.79,0.65,0.67,5.26,23.73,4.99,8.51,0.295,8.554,0.34,8.5796,0.013,0.02,1,0,0
7.614,0.68,0.42,0.46,-2.74,7.93,2.45,5.45,1.644,5.629,1.65,5.5641,0.015,0.09,1,6,1
8.112,0.88,0.53,0.73,296.76,781.34,21.79,7.34,0.633,7.419,0.7,7.4764,0.007,0.01,0,7,0
10.113,1.1,0.71,0.96,28.81,30.66,2.52,8.67,1.157,8.747,1.12,8.8341,0.023,0.02,1,2,1
4.945,0.68,0.48,0.6,-83.05,115.38,32.19,3.27,1.268,3.419,1.23,3.4328,0.04,0.03,1,7,1
8.781756678668268,0.72,0.61,0.62,-370.88,-461.07,90.03,5.88,0.85,7.975777382882781,0.83,6.03,0.009,0.01,0,7,0
11.23,1.0,0.71,0.67,-0.15,5.09,1.37,8.56,1.972,8.837,2.01,8.6456,0.049,0.05,1,7,1
9.623,2.05,2.15,1.85,11.68,-4.33,1.69,9.23,0.489,9.102,0.56,9.3418,0.029,0.03,1,0,1
9.533,1.07,0.82,0.89,-68.58,-39.44,14.72,8.83,0.59,8.89,0.66,8.9534,0.022,0.02,1,7,0
10.443,0.8,0.7,0.63,-12.96,19.66,1.33,8.72,1.309,8.883,1.27,8.8792,0.025,0.03,1,0,1
9.483,0.96,0.63,0.83,-19.65,28.36,1.71,7.84,1.274,7.968,1.23,7.9949,0.017,0.02,1,2,1
9.813,1.09,0.83,0.78,-4.47,-5.26,2.48,9.52,0.261,9.536,0.29,9.5908,0.032,0.04,1,0,0
8.463,0.52,0.45,0.38,-12.36,173.24,6.18,6.81,1.26,6.949,1.22,6.9662,0.0,0.01,1,7,1
10.222,1.48,1.05,1.15,-21.28,10.98,8.2,9.36,0.724,9.401,0.78,9.5002,0.03,0.02,1,3,0
10.974,1.41,0.88,1.21,-0.51,3.03,1.66,9.31,1.285,9.444,1.24,9.4639,0.051,0.05,1,3,1
9.123,1.14,0.76,0.6,-88.23,-86.8,8.79,8.46,0.575,8.518,0.65,8.5814,0.007,0.01,1,7,0
7.046,0.5,0.41,0.44,77.23,-113.67,30.95,6.38,0.551,6.457,0.62,6.5033,0.004,0.0,1,6,0
10.012,1.56,0.82,1.34,-22.88,60.29,2.76,9.47,0.442,9.581,0.51,9.5765,0.01,0.01,0,3,0
8.788,1.16,0.75,0.88,-7.84,5.39,1.61,8.57,0.188,8.596,0.21,8.6282,0.004,0.01,1,2,0
7.465,0.71,0.48,0.55,16.74,42.69,10.75,6.0,1.142,6.126,1.06,6.1735,0.002,0.03,0,1,1
8.357,0.77,0.58,0.53,-11.91,-37.23,7.38,7.72,0.542,7.777,0.62,7.8353,0.01,0.01,1,7,1
6.734,0.79,0.75,0.71,-28.51,28.46,7.94,5.36,1.16,5.487,1.12,5.5469,0.015,0.01,0,7,0
9.8,1.23,0.78,1.03,25.64,-2.61,8.65,9.27,0.465,9.382,0.54,9.3944,0.015,0.02,0,2,0
7.291,0.82,0.57,0.68,-108.27,330.05,24.12,6.68,0.519,6.744,0.59,6.7938,0.006,0.01,1,2,0
8.997,0.8,0.66,0.7,-6.02,24.15,6.69,8.5,0.447,8.537,0.52,8.5985,0.014,0.01,1,0,0
9.476,1.16,0.75,0.7,71.87,54.37,13.44,8.76,0.584,8.811,0.66,8.8874,0.002,0.0,1,1,0
8.347,1.21,1.07,1.04,-4.46,-11.64,7.33,8.03,0.243,8.092,0.27,8.1071,0.015,0.02,0,2,0
9.798,1.35,0.66,1.02,-14.5,-5.08,3.84,8.43,1.086,8.523,1.05,8.5947,0.021,0.02,1,3,1
9.91,1.13,0.79,0.72,-2.98,62.29,4.1,8.56,1.043,8.69,1.01,8.7305,0.016,0.01,1,1,1
9.768,1.18,0.82,0.78,-62.63,61.39,6.21,9.1,0.553,9.176,0.63,9.222,0.017,0.02,1,0,0
10.119,1.11,0.73,1.02,7.25,5.53,2.3,8.38,1.298,8.525,1.26,8.5395,0.003,0.0,0,2,1
9.345,1.26,0.88,0.84,19.67,64.85,5.45,8.69,0.549,8.744,0.62,8.8208,0.015,0.01,0,2,0
8.724,0.93,0.7,0.78,-21.2,173.58,16.01,8.16,0.521,8.196,0.59,8.2706,0.015,0.02,0,7,0
8.479,0.72,0.48,0.44,-37.72,29.56,5.61,7.04,1.122,7.157,1.08,7.2074,0.008,0.01,1,7,1
9.324,1.05,0.7,1.06,18.54,78.82,3.78,7.98,1.061,8.081,1.03,8.1452,0.019,0.02,1,7,1
10.053,1.53,1.0,1.12,5.86,-5.46,5.84,9.51,0.451,9.572,0.52,9.6282,0.015,0.02,0,3,0
6.571,0.56,0.44,0.4,443.01,883.26,39.26,5.89,0.564,5.96,0.65,6.0187,0.016,0.02,0,7,0
9.645,0.74,0.5,0.45,-3.79,-1.02,-0.02,7.26,1.92,7.458,1.94,7.2172,0.015,0.09,0,7,1
7.628,1.01,0.6,0.77,-32.25,41.94,6.48,6.49,0.91,6.588,0.9,6.6471,0.002,0.03,1,3,1
10.024,1.67,1.05,1.28,26.34,26.33,1.69,9.6,0.417,9.66,0.48,9.6941,0.015,0.02,1,2,0
9.302,0.79,0.57,0.53,24.16,52.94,0.81,7.49,1.38,7.657,1.35,7.6358,0.003,0.0,0,0,1
3.768,0.57,0.37,0.31,-32.17,50.36,14.27,2.24,1.17,2.377,1.13,2.4107,0.0,0.0,1,7,1
10.174,1.34,0.83,1.15,-26.83,-11.91,2.73,8.71,1.106,8.873,1.07,8.8794,0.027,0.03,1,2,1
9.653,1.13,0.74,0.97,-197.51,-132.67,19.11,8.8,0.71,8.849,0.76,8.9255,0.01,0.01,0,2,0
7.991,0.84,0.57,0.7,8.14,17.19,4.87,6.75,0.996,6.858,0.97,6.9124,0.002,0.0,1,2,1
9.525,0.95,0.65,0.88,-9.4,-25.56,7.26,8.95,0.513,8.985,0.59,9.0666,0.018,0.02,1,7,0
7.286,0.94,0.55,0.78,-14.48,-15.29,5.66,5.9,1.091,6.019,1.04,6.0652,0.01,0.03,1,6,1
9.604,0.91,0.78,0.76,-4.62,-3.76,4.72,9.05,0.491,9.092,0.56,9.1572,0.019,0.02,1,0,0
9.746,1.37,0.86,0.87,-122.62,181.51,23.09,8.78,0.747,8.886,0.79,8.9167,0.004,0.0,1,1,0
9.953,1.14,0.83,0.81,-1.52,-2.0,-0.78,9.19,0.704,9.278,0.76,9.3355,0.023,0.02,1,7,1
8.633,0.71,0.61,0.59,6.53,-4.41,4.09,8.34,0.246,8.371,0.28,8.4147,0.015,0.02,1,0,0
10.502,2.81,1.97,2.59,-3.41,-15.95,1.11,9.78,0.598,9.628,0.67,9.9034,0.008,0.01,1,2,0
9.633,1.19,0.79,0.94,-2.87,8.19,5.05,8.45,0.927,8.548,0.92,8.6167,0.002,0.0,0,2,1
8.578,0.98,0.72,0.53,-668.91,355.69,57.9,7.36,0.937,7.457,0.98,7.5023,0.017,0.02,0,7,0
10.739,1.04,0.85,0.84,-2.99,20.97,1.84,9.34,1.095,9.452,1.06,9.5096,0.032,0.03,1,0,1
7.991,0.82,0.55,0.57,-47.59,112.6,21.91,7.37,0.539,7.431,0.61,7.4833,0.006,0.01,0,0,0
8.114,0.88,0.64,0.74,39.67,146.21,17.45,7.6,0.458,7.643,0.53,7.6996,0.015,0.02,0,7,0
8.466,1.26,1.19,0.98,-5.65,-3.62,3.76,8.32,0.1,8.364,0.11,8.3651,0.002,0.0,0,7,0
9.945,1.5,0.95,1.24,-3.6,-1.3,5.79,9.38,0.505,9.416,0.58,9.4927,0.025,0.03,1,2,0
9.71,1.05,0.79,0.73,-11.11,34.13,2.57,8.23,1.154,8.348,1.12,8.3998,0.015,0.01,1,2,1
10.355,1.55,1.07,0.75,-3.88,-11.17,9.55,9.6,0.712,9.639,0.76,9.7399,0.005,0.01,0,1,0
8.396,0.86,0.73,0.7,-11.74,9.79,6.57,7.05,1.05,7.166,1.02,7.2124,0.014,0.01,1,7,1
10.294,1.42,0.93,1.17,-17.37,-18.58,4.92,9.87,0.418,9.932,0.48,9.9681,0.015,0.02,1,3,0
6.43,0.81,0.67,0.52,-3.02,-14.37,9.47,5.3,0.891,5.408,0.91,5.4579,0.004,0.03,1,7,1
7.709,1.03,0.78,0.66,-6.11,-0.44,0.98,7.99,-0.236,7.932,-0.25,7.9144,0.012,0.01,0,7,0
10.11,0.93,0.8,0.79,-24.38,-159.4,13.75,9.36,0.64,9.4,0.7,9.492,0.023,0.02,1,0,0
5.825,0.67,0.46,0.53,1.04,-28.92,13.19,4.59,0.953,4.707,0.95,4.7591,0.037,0.02,1,7,1
11.149,1.14,0.68,0.73,0.9,-0.74,0.29,8.75,1.771,9.007,1.8,8.8425,0.039,0.04,1,7,1
9.718,1.15,0.7,0.84,2.97,19.55,2.87,7.68,1.549,7.855,1.61,7.7989,0.017,0.04,1,3,1
10.405,0.88,0.76,0.77,-11.98,-9.44,2.52,9.03,1.082,9.134,1.04,9.1954,0.026,0.02,1,0,1
9.94,1.14,0.7,0.68,-23.07,-45.2,4.56,8.8,0.908,8.895,0.91,8.9636,0.017,0.01,1,1,1
8.589,0.81,0.63,0.65,-4.62,22.04,3.4,8.45,0.098,8.481,0.11,8.4894,0.013,0.01,1,0,0
9.404,1.19,0.79,0.75,144.14,74.64,14.87,8.77,0.531,8.822,0.6,8.8856,0.003,0.0,1,0,0
10.554,1.63,1.08,1.44,-10.69,13.05,7.72,9.89,0.609,9.87,0.68,10.0156,0.096,0.09,1,3,0
7.158,0.58,0.44,0.41,-8.55,-9.79,6.48,5.83,1.042,5.939,1.01,5.9967,0.005,0.0,1,7,1
4.648,0.73,0.43,0.49,-6.48,12.32,2.94,4.8,-0.105,4.785,-0.1,4.7665,0.006,0.03,0,7,0
10.641,0.89,0.69,0.63,-2.19,14.15,-0.78,8.52,1.622,8.686,1.64,8.6357,0.03,0.03,1,0,1
10.442,1.5,1.07,1.16,-24.19,9.07,13.09,9.48,0.735,9.607,0.78,9.6176,0.04,0.03,1,3,1
9.181,0.96,0.68,0.85,-22.27,3.22,4.08,7.95,0.979,8.042,0.96,8.1114,0.018,0.01,1,7,1
10.367,4.02,3.35,3.75,5.55,5.7,7.05,9.65,0.46,9.892,0.53,9.7501,0.036,0.04,1,3,0
8.543,0.92,0.56,0.76,-28.66,90.41,5.96,6.78,1.348,6.933,1.31,6.9274,0.012,0.01,1,3,1
8.756,1.03,0.68,0.79,-49.43,-72.75,16.84,8.15,0.543,8.208,0.62,8.268,0.015,0.01,0,1,0
9.47,1.46,0.88,1.19,-3.43,-5.1,3.31,9.34,0.11,9.345,0.12,9.374,0.011,0.01,0,2,0
9.879,1.24,0.91,1.02,-9.1,-12.87,6.73,9.21,0.566,9.313,0.64,9.3407,0.009,0.01,0,2,0
8.321,1.19,0.96,1.23,-42.02,30.6,16.16,7.59,0.515,7.785,0.59,7.7044,0.015,0.02,0,7,0
10.819,1.75,1.1,1.44,44.37,109.09,9.09,10.14,0.596,10.168,0.67,10.2676,0.057,0.05,1,3,0
5.984,0.51,0.44,0.41,41.12,54.11,24.59,5.38,0.515,5.442,0.59,5.494,0.003,0.0,1,0,0
6.168,0.66,0.4,0.39,-8.47,29.43,3.21,6.18,-0.004,6.178,0.02,6.1864,0.003,0.0,1,7,1
10.285,1.48,1.05,1.17,10.89,16.93,5.02,9.84,0.434,9.839,0.5,9.96,0.007,0.01,0,2,0
10.398,1.02,0.76,0.78,-17.27,-3.86,0.85,8.73,1.321,8.823,1.28,8.8838,0.025,0.03,1,0,1
9.731,1.45,0.84,1.19,26.39,-4.05,18.19,8.87,0.702,8.939,0.76,9.01,0.021,0.02,1,3,0
9.159,0.85,0.6,0.68,11.22,8.09,1.87,7.07,1.605,7.261,1.88,7.1576,0.005,0.05,1,2,1
7.008,0.78,0.48,0.45,-3.25,-5.56,0.22,6.94,0.059,6.949,0.07,6.9654,0.007,0.01,1,7,1
7.25,0.72,1.35,1.66,-4.0,42.0,6.41,7.01,0.192,7.042,0.21,7.0689,0.008,0.01,1,0,0
7.705,0.58,0.45,0.42,-51.74,263.68,13.73,5.99,1.318,6.138,1.25,6.1494,0.005,0.03,1,7,1
6.042,1.22,1.09,0.96,-6.25,2.49,7.55,6.05,-0.024,6.073,0.0,6.0529,0.002,0.0,1,2,0
9.332,1.37,0.94,1.03,10.79,41.18,9.61,8.75,0.518,8.814,0.59,8.8619,0.015,0.02,1,3,0
8.751,0.74,0.5,0.64,-33.56,-13.36,5.24,7.37,1.077,7.487,1.04,7.54,0.01,0.01,1,7,1
12.4,1.98,1.24,1.57,74.49,264.99,42.03,10.37,1.46,10.551,1.74,10.4744,0.51,0.55,1,5,0
9.06,0.86,0.56,0.6,-12.88,-28.81,5.77,7.06,1.52,7.233,1.56,7.1781,0.012,0.02,1,7,1
8.05,0.75,0.51,0.52,-0.69,-2.61,0.44,7.28,0.637,7.36,0.7,7.4096,0.009,0.01,1,7,1
10.219,1.12,0.8,0.9,-0.98,21.72,2.68,8.74,1.118,8.869,1.08,8.9095,0.004,0.0,1,3,1
10.414,1.81,1.07,1.35,-78.8,17.94,6.12,9.87,0.383,10.022,0.45,9.954,0.044,0.05,1,3,0
10.005,1.06,0.7,0.87,-1.34,23.09,2.49,8.29,1.32,8.431,1.28,8.4493,0.024,0.03,1,1,1
10.061,1.85,1.57,1.63,11.37,3.87,2.62,9.6,0.415,9.675,0.48,9.7059,0.007,0.01,0,2,0
10.724,1.96,1.3,1.52,-1.21,-0.43,1.22,10.22,0.42,10.333,0.49,10.3456,0.015,0.02,0,3,0
10.36,1.11,0.74,0.7,6.84,13.79,1.92,8.66,1.331,8.772,1.29,8.8099,0.022,0.03,1,1,1
8.78,0.99,0.69,0.87,-114.46,50.46,22.7,7.88,0.716,7.986,0.76,8.0266,0.003,0.0,0,2,0
10.66,0.94,0.79,0.81,-0.5,-4.72,3.27,9.29,1.05,9.431,1.02,9.4563,0.033,0.03,1,0,1
8.946,0.72,0.57,0.59,-5.12,-16.29,4.71,7.69,0.991,7.792,0.97,7.8566,0.011,0.01,1,0,1
9.86,2.33,1.85,2.07,-43.58,10.32,5.83,9.15,0.504,9.307,0.67,9.1989,0.1,0.04,0,2,0
8.315,1.37,1.19,1.39,4.36,31.67,6.72,6.98,1.046,7.091,1.02,7.1467,0.008,0.01,1,1,1
8.811,1.13,0.63,0.6,-23.91,64.32,6.14,8.23,0.513,8.271,0.59,8.3484,0.007,0.01,0,1,0
4.361,0.57,0.42,0.41,15.5,-5.16,13.57,4.36,0.024,4.365,0.02,4.37,0.015,0.02,1,7,1
10.069,1.0,0.72,0.67,-21.05,-5.21,0.08,8.04,1.51,8.221,1.54,8.1753,0.015,0.02,0,1,1
9.589,1.23,0.84,1.07,24.52,7.7,8.68,8.94,0.507,9.025,0.58,9.0619,0.009,0.01,0,2,0
9.133,0.94,0.54,0.54,22.33,3.45,5.02,7.86,1.012,7.952,0.99,8.0253,0.012,0.01,1,7,1
5.169,0.73,0.42,0.5,-37.16,-24.52,18.71,4.95,0.17,4.976,0.19,5.0087,0.005,0.01,1,7,0
3.362,0.82,0.51,0.65,32.71,232.79,34.04,2.04,1.019,2.159,1.0,2.2062,0.021,0.02,0,3,1
9.114,1.06,0.74,0.68,-4.04,-15.95,4.01,8.66,0.391,8.714,0.46,8.7531,0.013,0.01,1,1,0
10.546,1.66,1.08,1.24,17.29,92.13,14.15,9.66,0.684,9.729,0.74,9.807,0.002,0.0,0,3,0
8.915,2.29,1.56,1.46,-35.89,65.25,6.37,8.65,0.493,8.401,0.57,8.7542,0.02,0.02,1,1,0
9.904,1.05,0.76,0.79,-11.74,-22.65,6.61,9.21,0.571,9.288,0.64,9.3301,0.022,0.02,1,0,0
9.635,1.0,0.69,0.84,-11.03,11.57,1.66,8.14,1.18,8.239,1.14,8.3041,0.022,0.02,1,7,1
9.768,1.34,0.96,0.74,-4.72,-7.88,2.39,9.36,0.358,9.39,0.42,9.4489,0.023,0.03,1,7,1
8.191,1.61,1.08,1.41,-13.75,-10.21,13.46,7.63,0.491,7.686,0.56,7.7389,0.015,0.02,1,2,0
7.432,0.92,0.56,0.73,-207.83,-0.84,18.76,6.01,1.107,6.124,1.0,6.1805,0.0,0.03,0,3,1
10.971,1.56,1.01,1.06,-25.77,27.7,2.58,9.87,0.97,9.947,0.95,10.0323,0.015,0.01,0,6,1
11.762,1.59,1.1,1.14,-1.1,3.24,0.95,9.82,1.477,9.989,1.49,9.9473,0.079,0.12,1,7,1
8.168,0.66,0.55,0.57,-35.44,104.01,10.1,7.57,0.509,7.633,0.58,7.6867,0.008,0.01,1,7,0
9.698,1.43,0.99,1.1,-110.3,-95.78,10.82,9.04,0.545,9.123,0.62,9.1678,0.011,0.01,0,2,0
6.066,0.82,0.53,0.69,-113.88,-6.96,15.54,4.77,0.998,4.882,0.98,4.9349,0.044,0.02,1,7,1
7.401,0.72,0.49,0.56,120.68,247.02,8.76,5.9,1.144,6.032,1.07,6.0722,0.008,0.03,1,2,1
7.03,0.79,0.5,0.47,-0.44,36.57,9.56,6.86,0.139,6.877,0.15,6.9082,0.005,0.01,1,1,0
9.719,1.44,0.8,1.58,-48.38,-5.11,11.66,9.05,0.566,9.11,0.64,9.1704,0.016,0.01,1,3,0
9.606,1.25,0.82,1.15,32.76,13.66,5.51,9.06,0.483,9.098,0.55,9.162,0.015,0.02,1,2,0
10.138,1.32,0.99,0.99,43.95,92.53,10.33,9.34,0.651,9.384,0.71,9.4707,0.006,0.01,0,2,0
7.743,0.87,0.56,0.58,8.45,-0.41,2.9,7.72,0.028,7.712,0.04,7.734,0.003,0.0,1,7,0
