BTmag,e_Plx,e_DEdeg,e_RAdeg,pmDE,pmRA,Plx,Vmag,B-V,VTmag,V-I,Hpmag,e_B-V,e_V-I,r_Vmag,r_SpType,SpType
8.32,0.74,0.56,0.49,-10.05,8.29,3.11,6.91,1.12,7.035,1.08,7.0727,0.015,0.02,1,7,1
8.613,0.9,0.56,0.85,-18.86,47.0,4.28,7.41,0.947,7.517,0.94,7.577,0.011,0.01,1,7,1
6.231,0.73,0.38,0.64,-18.77,-7.7,11.13,6.22,0.009,6.222,0.03,6.2305,0.004,0.0,1,7,0
9.31,0.6,0.51,0.49,0.66,24.67,3.49,7.17,1.626,7.392,2.33,7.214,0.014,0.04,1,6,1
8.84,1.05,0.56,0.64,16.99,54.73,5.52,8.4,0.398,8.407,0.46,8.4905,0.015,0.02,0,7,0
8.725,0.59,0.48,0.51,24.14,48.24,2.4,6.97,1.341,7.124,1.31,7.1267,0.009,0.01,1,0,1
11.195,3.21,2.13,2.24,-54.25,24.81,7.21,10.11,0.7035633597562323,10.206,0.7555647066616619,10.2392,0.021655059727527657,0.02122634635341915,1,1,1
7.618,0.88,0.42,0.75,-30.49,63.63,9.36,7.0,0.534,7.05,0.61,7.1124,0.003,0.0,1,7,1
8.606,0.89,0.46,0.7,13.86,9.29,13.44,8.08,0.461,8.13,0.53,8.1829,0.009,0.01,1,7,0
9.388,1.08,0.56,0.78,-45.14,48.3,0.69,7.84,1.195,7.973,1.15,8.004,0.011,0.01,1,2,1
8.465,0.77,0.63,0.59,7.24,10.12,4.1,8.2,0.214,8.241,0.24,8.2676,0.013,0.01,1,0,1
8.227,1.2,1.01,1.79,-144.53,-28.31,20.23,7.42,0.64,7.487,0.7,7.5521,0.02,0.02,1,2,0
8.848,0.62,0.48,0.45,11.18,7.22,2.53,6.63,1.697,6.844,2.19,6.6978,0.01,0.04,1,0,1
7.472,0.9,0.47,0.67,-233.62,-73.81,18.19,6.89,0.502,6.947,0.57,7.0004,0.005,0.01,1,3,0
9.389,1.49,1.56,1.42,27.46,182.08,22.51,8.51,0.73,8.579,0.78,8.6154,0.015,0.01,0,7,1
8.767,1.41,0.81,1.07,25.65,-16.35,7.15,8.17,0.563,8.221,0.64,8.2871,0.015,0.01,0,7,0
9.72,1.05,0.66,0.53,3.7,21.74,3.32,8.08,1.251,8.234,1.21,8.2424,0.013,0.01,1,1,1
7.226,0.79,0.49,0.7,2.36,61.01,5.21,5.13,1.601,5.339,2.24,5.1798,0.007,0.03,1,7,1
7.528,0.82,0.46,0.7,-126.37,-78.95,12.17,6.95,0.494,7.012,0.57,7.061,0.006,0.01,1,3,0
10.422,1.27,0.89,0.81,-3.98,-0.55,0.1,9.17,0.984,9.277,0.96,9.3886,0.024,0.02,2,5,1
10.747,1.44,1.05,1.18,-7.92,27.35,1.39,8.77,1.534,8.941,1.79,8.8612,0.038,0.12,1,1,1
10.052,1.44,0.81,1.36,-52.04,-16.51,8.31,9.49,0.476,9.558,0.55,9.5995,0.027,0.03,1,2,0
6.837,0.77,0.45,0.61,1.88,90.66,10.01,4.79,1.572,4.985,1.93,4.8756,0.004,0.03,1,7,1
10.52,1.1,0.79,0.93,-0.21,15.24,-0.43,8.69,1.401,8.844,1.38,8.8342,0.026,0.03,1,1,1
6.603,0.82,0.43,0.72,-73.78,-27.15,6.62,4.44,1.64,4.648,1.96,4.5262,0.044,0.02,1,3,1
10.234,1.19,0.79,0.75,-6.28,10.33,2.74,8.9,1.064,8.987,1.03,9.0661,0.021,0.02,1,1,1
9.989,1.37,0.82,0.75,-48.74,45.25,13.85,9.18,0.657,9.256,0.72,9.3116,0.019,0.02,1,1,0
9.59,1.4,0.97,1.23,-7.68,14.28,3.02,7.92,1.2,8.097,1.19,8.084,0.495,0.04,1,3,1
8.582,0.82,0.61,0.62,-4.21,-4.71,1.29,8.4,0.169,8.398,0.18,8.4567,0.001,0.0,0,7,0
8.652,0.77,0.53,0.61,18.17,65.83,3.93,7.13,1.17,7.269,1.13,7.2962,0.014,0.01,1,1,1
9.103,0.87,0.63,0.64,-42.17,103.86,8.41,8.49,0.528,8.544,0.6,8.5806,0.012,0.01,0,7,0
7.116,0.89,0.47,0.69,-47.73,-71.05,11.33,6.82,0.257,6.846,0.29,6.8915,0.006,0.01,1,3,1
8.541,2.18,1.82,3.04,-31.91,32.48,6.81,8.01,0.445,8.083,0.51,8.1132,0.001,0.0,0,2,0
5.671,0.78,0.45,0.72,-8.45,22.64,9.4,5.77,-0.084,5.75,-0.06,5.7506,0.005,0.01,1,7,0
7.935,0.87,0.55,0.66,-11.99,76.54,4.41,6.17,1.344,6.323,1.38,6.3152,0.004,0.03,1,2,1
6.382,1.28,0.89,1.47,-24.96,97.67,12.47,6.02,0.312,6.053,0.36,6.1001,0.007,0.01,1,7,1
10.035,1.12,0.59,0.78,10.57,26.6,0.76,8.1,1.477,8.262,1.49,8.2302,0.014,0.02,1,2,1
9.455,1.45,0.71,1.07,5.54,66.81,8.05,8.99,0.428,9.016,0.5,9.0819,0.02,0.02,1,3,0
9.716,1.24,0.81,0.95,-54.73,102.23,9.36,9.09,0.53,9.149,0.6,9.2004,0.015,0.02,0,2,0
9.437,0.93,0.77,0.71,54.59,47.78,22.9,8.57,0.695,8.658,0.75,8.7091,0.015,0.01,0,0,0
10.199,0.91,0.68,0.66,-3.17,15.22,2.02,8.44,1.33,8.618,1.29,8.607,0.015,0.02,0,7,1
10.769,1.28,0.81,0.89,-7.51,40.08,1.88,9.14,1.245,9.29,1.2,9.307,0.031,0.03,1,1,1
6.342,0.82,0.4,0.67,-15.37,14.69,7.92,6.35,-0.002,6.346,0.02,6.362,0.004,0.0,1,7,0
10.831,0.92,0.76,0.74,-24.85,17.34,3.54,8.71,1.639,8.898,1.9,8.7981,0.036,0.1,1,0,1
9.553,1.03,0.69,0.76,43.32,8.36,4.95,8.39,0.912,8.502,0.91,8.5479,0.015,0.01,1,2,1
8.8,1.63,1.36,1.21,-7.14,39.02,5.94,7.5,1.032,7.594,1.0,7.6674,0.009,0.01,1,6,1
9.144,1.11,0.73,0.71,-22.31,50.67,5.26,8.7,0.408,8.727,0.47,8.7905,0.014,0.01,1,1,0
8.155,1.03,0.56,0.84,-21.61,34.03,7.89,7.67,0.417,7.715,0.48,7.765,0.004,0.0,1,3,1
10.377,1.38,0.82,0.87,-3.01,46.82,1.95,9.7,0.56,9.775,0.63,9.8225,0.026,0.02,1,1,0
9.887,0.94,0.69,0.68,-6.98,-3.65,3.79,9.12,0.58,9.215,0.65,9.2599,0.015,0.01,0,7,1
8.804,1.01,0.59,0.8,-14.37,31.07,5.97,8.53,0.245,8.543,0.27,8.5986,0.017,0.02,1,3,0
10.08,2.47,1.83,2.23,-47.69,35.45,2.99,9.16,1.06,9.385,1.03,9.3,0.015,0.01,1,3,0
10.025,1.15,0.68,0.88,-11.5,2.71,3.36,8.45,1.214,8.586,1.17,8.6141,0.019,0.02,1,2,1
9.176,0.8,0.69,0.59,3.99,-56.4,11.65,8.54,0.551,8.609,0.62,8.6572,0.015,0.01,1,0,0
8.994,1.98,1.13,1.93,-13.83,4.27,2.24,8.88,0.12,8.862,0.13,8.9273,0.02,0.02,1,3,0
8.641,1.41,1.03,1.37,-5.84,6.57,6.68,7.48,0.949,7.542,0.94,7.6417,0.015,0.01,1,7,1
7.481,0.67,0.52,0.46,-10.28,-20.94,5.76,6.43,0.838,6.529,0.86,6.5836,0.005,0.0,1,7,1
10.751,1.67,0.94,1.48,-60.12,220.9,19.25,9.76,0.74,9.867,0.79,9.9061,0.009,0.01,0,3,0
8.696,1.41,1.28,1.21,-13.62,-15.33,2.19,8.43,0.1,8.496,0.17,8.485,0.495,0.03,1,0,1
10.181,0.97,0.61,0.63,-8.8,13.76,1.15,8.07,1.599,8.255,1.62,8.1856,0.019,0.02,1,1,1
9.894,1.48,1.38,1.43,-14.5,52.63,5.18,9.22,0.537,9.324,0.61,9.3319,0.019,0.02,1,0,0
9.915,0.87,0.7,0.58,-0.87,-6.68,3.36,8.24,1.289,8.381,1.25,8.3987,0.017,0.02,1,0,1
10.749,1.35,0.85,0.91,4.96,15.14,0.02,9.11,1.267,9.242,1.23,9.2694,0.031,0.03,1,2,1
7.42,0.83,0.5,0.74,-27.11,117.87,7.64,5.66,1.35,5.805,1.33,5.811,0.001,0.03,0,2,1
10.18,1.38,0.84,1.21,-72.62,-189.96,13.79,9.35,0.655,9.401,0.72,9.4849,0.003,0.0,0,2,0
10.657,0.91,0.72,0.72,-2.12,16.13,1.94,8.54,1.618,8.706,1.64,8.6478,0.03,0.03,1,0,1
7.53,0.53,0.46,0.46,-57.95,433.87,56.76,6.59,0.749,6.672,0.79,6.7233,0.004,0.0,0,0,0
6.304,0.96,1.03,1.0,-3.13,19.77,5.28,6.35,-0.044,6.382,-0.02,6.3454,0.015,0.01,0,7,0
10.445,1.46,1.0,1.15,-68.94,347.29,8.67,9.74,0.569,9.854,0.64,9.8693,0.024,0.02,0,7,0
6.192,0.98,0.57,0.76,-23.43,35.61,10.75,6.12,0.068,6.113,0.08,6.1496,0.002,0.0,0,7,0
9.566,1.22,0.61,0.99,-151.66,-18.38,12.54,8.78,0.623,8.879,0.69,8.9153,0.018,0.02,1,3,0
8.736,1.21,0.66,1.03,-39.74,18.94,13.71,7.9,0.673,7.983,0.73,8.0389,0.011,0.01,1,3,0
9.547,0.85,0.57,0.57,1.34,12.12,2.94,7.88,1.287,8.015,1.25,8.0331,0.013,0.01,1,1,1
7.48,0.61,0.49,0.5,9.17,2.32,5.08,7.18,0.251,7.213,0.28,7.2549,0.008,0.01,1,0,0
9.711,1.31,0.74,0.88,-17.22,-14.75,5.56,9.2,0.466,9.233,0.54,9.3058,0.015,0.02,0,2,0
9.882,1.22,0.98,0.84,-40.43,-31.23,5.71,9.18,0.588,9.242,0.66,9.303,0.017,0.02,1,0,0
9.241,0.73,0.58,0.55,24.45,57.54,5.56,7.74,1.167,7.862,1.13,7.9038,0.012,0.01,1,0,1
8.998,0.9,0.66,0.62,-14.81,17.88,4.61,7.81,0.933,7.92,0.93,7.9693,0.009,0.01,1,0,1
8.897,0.93,0.62,0.81,-10.17,33.35,1.69,7.34,1.201,7.475,1.18,7.5009,0.012,0.02,1,2,1
10.286,1.49,0.86,1.07,32.93,-3.92,4.55,9.75,0.45,9.76,0.52,9.839,0.015,0.02,0,2,0
9.113,1.18,0.61,1.05,37.26,7.67,5.38,8.56,0.486,8.626,0.56,8.6692,0.015,0.02,0,3,0
7.418,0.85,0.47,0.68,-28.73,-30.35,7.65,7.15,0.222,7.18,0.24,7.2211,0.008,0.01,1,3,0
7.293,0.92,0.71,1.28,-14.69,-28.01,7.38,6.12,0.919,6.223,0.89,6.28,0.004,0.03,1,6,1
9.056,1.11,0.52,1.15,12.2,4.58,3.31,6.98,1.6,7.226,2.62,6.9769,0.015,0.05,1,7,1
10.754,1.14,0.7,1.08,-15.85,22.57,3.99,8.9,1.403,9.075,1.38,9.0496,0.04,0.05,1,2,1
8.045,0.85,0.54,0.75,-25.62,-27.71,5.89,6.67,1.077,6.781,1.04,6.8409,0.009,0.01,1,2,1
10.282,1.42,0.95,0.85,-9.97,-22.73,1.73,9.67,0.532,9.718,0.6,9.7889,0.024,0.03,1,1,0
8.931,0.92,0.51,0.74,8.21,2.84,0.95,6.51,1.864,6.725,2.67,6.4955,0.009,0.02,1,6,1
8.549,1.0,0.77,0.72,-79.92,114.12,7.47,8.03,0.435,8.068,0.5,8.1232,0.005,0.01,1,1,0
7.314,0.56,0.5,0.45,-25.18,61.6,9.06,6.78,0.451,6.83,0.52,6.88,0.004,0.0,1,7,1
9.375,1.32,0.9,0.75,-18.5,33.71,7.36,8.88,0.453,8.908,0.52,8.981,0.014,0.01,1,1,0
8.834,1.13,0.59,0.95,-10.74,-15.73,5.03,8.53,0.261,8.557,0.29,8.6018,0.018,0.02,1,3,0
7.619,1.19,1.08,1.05,182.5,314.94,43.45,6.84,0.655,6.925,0.76,6.9661,0.026,0.02,0,7,0
9.924,1.36,0.81,1.12,-23.61,25.95,13.42,9.23,0.557,9.293,0.63,9.3486,0.02,0.02,1,3,0
8.272,0.84,0.56,0.69,-16.08,41.69,7.17,6.95,1.06,7.056,1.03,7.1137,0.02,0.02,1,7,1
6.87,0.58,0.44,0.4,-3.46,-6.0,5.08,5.74,0.898,5.838,0.9,5.8988,0.004,0.0,1,7,1
9.096,0.8,0.58,0.52,-6.15,-0.39,5.29,7.65,1.122,7.774,1.08,7.8205,0.011,0.01,1,0,1
4.696,1.31,0.75,1.05,-17.9,-50.01,12.88,4.61,0.059,4.625,0.07,4.6349,0.003,0.03,0,7,0
8.938,1.11,0.61,1.02,2.06,39.34,6.52,8.44,0.44,8.486,0.51,8.5427,0.016,0.02,1,3,0
5.751,0.65,0.38,0.43,-3.97,4.05,3.42,5.86,-0.079,5.843,-0.06,5.839,0.003,0.0,1,7,1
9.029,0.88,0.71,0.61,-8.67,-16.11,7.35,8.5,0.469,8.543,0.54,8.6005,0.012,0.01,1,0,0
9.139,1.02,0.68,0.73,-8.06,30.7,2.54,8.64,0.467,8.656,0.54,8.7275,0.013,0.01,0,1,0
8.752,0.84,0.58,0.56,-16.19,397.79,27.32,7.96,0.651,8.022,0.7,8.0908,0.003,0.02,1,7,1
8.688,0.88,0.66,0.62,28.86,-31.58,4.15,8.56,0.095,8.562,0.11,8.5938,0.011,0.01,1,7,0
9.99,2.39,1.95,1.51,-32.34,90.8,8.38,9.36,0.547,9.406,0.62,9.4755,0.016,0.01,1,1,0
8.916,0.79,0.62,0.62,-0.34,83.32,11.28,8.3,0.524,8.378,0.6,8.4089,0.015,0.02,0,0,0
10.562,1.1,0.82,0.82,2.68,11.7,2.79,9.26,1.07,9.307,1.03,9.423,0.031,0.03,1,0,1
6.914,0.89,0.47,0.73,-2.36,20.45,20.47,6.46,0.386,6.504,0.45,6.5476,0.011,0.01,1,3,0
8.917,0.72,0.6,0.59,5.48,-22.43,10.52,8.25,0.589,8.322,0.66,8.3711,0.015,0.01,0,0,1
7.985,0.76,0.58,0.53,-13.89,86.94,8.06,7.67,0.271,7.703,0.31,7.7463,0.006,0.01,1,0,1
5.913,0.69,0.43,0.39,-1.62,-4.19,0.57,6.11,-0.151,6.086,-0.15,6.0551,0.007,0.01,2,7,1
11.161,1.83,1.11,0.99,-96.05,-33.47,4.9,10.4,0.708,10.382,0.75,10.5329,0.049,0.04,1,1,1
8.734,0.73,0.59,0.55,-5.14,65.32,12.92,7.79,0.772,7.875,0.81,7.9357,0.015,0.01,0,7,1
7.375,0.98,0.47,1.0,9.15,90.04,9.89,6.19,0.937,6.288,0.89,6.3456,0.003,0.03,1,6,1
8.656,0.66,0.58,0.55,-21.64,-12.06,6.42,7.92,0.621,8.0,0.69,8.0564,0.015,0.01,0,0,0
11.193,1.67,0.99,0.9,-4.81,6.32,-0.6,9.35,1.458,9.459,1.46,9.4632,0.049,0.08,1,1,0
7.775,0.87,0.6,0.7,-28.23,220.65,21.66,7.21,0.477,7.259,0.55,7.3182,0.017,0.02,1,7,0
7.669,0.76,0.56,0.5,-1.07,1.73,2.77,7.71,-0.041,7.717,-0.02,7.7264,0.009,0.01,0,7,0
9.009,0.88,0.59,0.7,-11.93,14.37,1.68,6.91,1.585,7.141,2.48,6.9286,0.015,0.04,1,7,1
9.519,1.26,0.73,1.16,97.87,329.2,16.24,8.88,0.542,8.881,0.62,8.985,0.014,0.01,0,7,0
7.766,0.82,0.51,0.67,-19.5,-7.85,7.14,6.54,0.97,6.639,0.95,6.7051,0.006,0.01,1,7,1
9.43,1.16,0.68,0.94,-19.93,-14.54,4.72,8.17,0.995,8.271,0.97,8.3319,0.016,0.01,1,2,1
7.238,0.85,0.5,0.69,-0.6,396.98,38.24,6.51,0.599,6.578,0.67,6.6311,0.004,0.0,0,3,0
9.957,1.17,0.63,0.93,-4.36,4.5,1.54,8.15,1.397,8.285,1.37,8.2893,0.021,0.03,1,3,1
9.667,0.84,0.69,0.7,-14.14,-12.83,4.07,8.53,0.898,8.635,0.9,8.6939,0.016,0.01,1,0,1
10.518,1.28,0.87,0.77,24.34,30.72,2.9,9.35,0.921,9.455,0.92,9.5076,0.023,0.02,1,1,1
10.079,1.26,0.91,0.79,-187.57,10.12,10.55,9.31,0.632,9.38,0.7,9.4383,0.018,0.02,1,0,0
9.132,0.75,0.62,0.65,4.83,20.88,3.65,8.43,0.616,8.497,0.68,8.5588,0.015,0.01,1,0,1
7.385,0.89,0.56,0.74,-28.6,-32.75,7.28,6.07,1.036,6.174,0.94,6.2351,0.006,0.03,1,7,1
7.908,0.77,0.56,0.55,-1.84,-3.06,0.0,7.63,0.267,7.707,0.3,7.7174,0.005,0.01,0,7,1
9.262,1.2,0.74,0.85,26.06,15.39,6.06,8.68,0.49,8.732,0.56,8.7894,0.015,0.02,1,2,0
8.377,0.95,0.58,0.61,4.34,19.4,4.58,6.67,1.304,6.823,1.26,6.8277,0.006,0.01,1,2,1
10.196,1.42,1.02,0.74,17.7,-8.42,4.46,9.63,0.489,9.686,0.56,9.7377,0.021,0.02,1,1,0
4.605,0.68,0.42,0.52,-42.48,-66.51,23.11,4.51,0.054,4.52,0.06,4.5377,0.002,0.04,0,7,0
10.12,1.05,0.55,0.67,410.58,2888.92,280.27,8.09,1.56,8.284,2.48,8.1451,0.04,0.17,0,7,0
8.724,0.94,0.67,0.58,-40.69,-28.74,3.9,7.27,1.129,7.393,1.09,7.439,0.009,0.01,1,1,1
8.637,0.88,0.42,0.81,-51.18,36.0,6.22,7.08,1.186,7.215,1.15,7.2436,0.005,0.01,1,7,1
10.619,1.3,1.01,0.85,7.22,26.47,0.91,9.43,0.94,9.532,0.93,9.5931,0.025,0.02,1,0,1
8.972,0.71,0.52,0.5,-12.3,-1.96,3.08,6.97,1.52,7.145,1.56,7.0942,0.011,0.02,1,7,1
8.015,0.88,0.63,0.62,11.05,-67.33,15.08,7.47,0.468,7.53,0.54,7.5784,0.017,0.02,1,1,0
10.234,1.04,0.66,0.96,-11.98,21.58,2.61,8.47,1.364,8.604,1.33,8.6211,0.028,0.03,1,2,1
9.911,1.29,0.84,0.7,41.81,44.95,4.57,9.33,0.51,9.393,0.58,9.4451,0.015,0.02,1,1,0
5.858,0.77,0.39,0.63,-2.91,58.09,6.0,5.88,-0.014,5.874,0.01,5.8849,0.001,0.0,1,7,1
8.242,0.84,0.59,0.67,31.97,-0.43,8.99,7.14,0.885,7.244,0.89,7.2952,0.015,0.01,0,7,1
7.305,0.85,0.47,0.82,-144.2,417.66,42.67,6.47,0.674,6.541,0.71,6.6029,0.008,0.02,1,7,0
9.057,0.99,0.6,0.89,-1.85,108.75,16.71,8.36,0.591,8.413,0.66,8.4868,0.015,0.01,1,2,0
6.003,0.78,0.48,0.49,-2.72,23.31,4.71,6.1,-0.074,6.09,-0.05,6.079,0.004,0.01,0,7,0
7.893,0.68,0.46,0.47,-0.06,50.23,8.56,6.33,1.21,6.464,1.19,6.4922,0.003,0.03,1,1,1
9.906,0.9,0.76,0.69,0.16,5.24,6.37,8.72,0.923,8.841,0.92,8.878,0.017,0.01,1,0,1
9.182,1.29,0.83,0.92,8.59,48.01,4.94,8.8,0.331,8.85,0.39,8.8838,0.015,0.02,1,2,1
10.392,3.76,4.51,2.04,-25.08,-31.17,11.25,9.51,0.663,9.652,0.72,9.6486,0.023,0.02,1,1,0
9.24,1.23,0.72,0.98,-8.99,45.47,8.52,8.76,0.442,8.786,0.51,8.8552,0.017,0.02,1,3,0
10.335,1.23,0.96,0.83,-95.22,-62.81,9.37,9.46,0.698,9.549,0.75,9.5998,0.024,0.02,1,0,0
9.365,0.99,0.75,0.75,-0.19,-5.22,0.87,8.96,0.41,9.021,0.48,9.0496,0.015,0.02,1,7,1
8.544,0.91,0.66,0.61,-1.18,0.68,1.08,7.83,0.592,7.907,0.66,7.9598,0.01,0.01,1,7,1
9.71,1.4,0.81,1.07,-19.01,24.26,7.72,9.16,0.448,9.183,0.52,9.2596,0.015,0.02,0,3,0
8.225,0.82,0.79,0.76,12.22,41.58,4.02,7.8,0.363,7.851,0.42,7.8813,0.014,0.01,1,0,1
11.599,1.73,0.91,1.4,-301.98,-37.06,48.17,9.9,1.318,10.041,1.52,10.0101,0.004,0.01,1,7,0
10.322,1.01,0.81,0.78,-73.19,111.13,12.22,9.58,0.625,9.632,0.69,9.7122,0.027,0.02,1,0,0
10.199,1.49,0.81,1.34,8.1,11.91,2.45,9.07,0.891,9.176,0.9,9.231,0.024,0.02,1,3,1
9.317,1.73,1.27,1.56,-17.97,31.48,4.9,8.78,0.474,8.819,0.45,8.8713,0.1,0.04,1,2,0
7.335,0.76,0.56,0.48,-1.59,33.66,3.93,7.26,0.049,7.281,0.06,7.287,0.035,0.03,1,7,0
9.479,1.06,0.78,0.72,8.62,16.01,2.99,7.45,1.535,7.672,2.34,7.4958,0.014,0.04,1,1,1
8.93,0.99,0.65,0.55,-257.95,58.1,18.95,8.12,0.661,8.198,0.72,8.2578,0.002,0.0,1,1,0
8.723,0.88,0.56,0.85,-10.84,-13.52,4.34,7.58,0.913,7.674,0.91,7.7367,0.015,0.01,1,7,1
10.063,1.34,0.78,0.96,-20.39,-19.89,4.73,9.08,0.798,9.165,0.83,9.2307,0.024,0.02,1,3,1
9.993,0.87,0.62,0.56,2.06,12.39,0.8,7.78,1.71,7.974,1.99,7.8645,0.017,0.05,1,0,1
9.206,0.82,0.64,0.55,-84.22,66.48,2.95,7.96,0.973,8.074,0.96,8.1209,0.003,0.0,0,0,1
10.055,1.33,0.85,0.9,1.91,9.26,0.11,9.71,0.27,9.694,0.3,9.7908,0.004,0.01,0,2,1
5.128,0.73,0.43,0.73,-37.84,-14.37,11.26,3.56,1.214,3.688,1.13,3.7314,0.003,0.02,0,7,1
8.973,1.08,0.6,0.8,32.94,30.59,11.36,7.95,0.818,8.048,0.84,8.0999,0.012,0.01,1,3,1
9.176,1.04,0.73,0.66,-39.43,2.69,13.16,8.49,0.575,8.554,0.65,8.6112,0.012,0.01,1,0,0
9.76,1.12,0.6,0.76,-4.45,-7.56,0.06,7.75,1.537,7.911,1.59,7.871,0.016,0.04,1,3,1
9.478,0.84,0.68,0.72,-19.39,-2.33,14.55,8.75,0.594,8.816,0.66,8.8776,0.015,0.01,1,0,0
10.384,1.08,0.69,0.68,3.34,19.4,0.46,8.99,1.082,9.114,1.04,9.1586,0.025,0.02,1,1,1
7.871,0.77,0.49,0.52,-19.0,-25.3,6.03,6.35,1.179,6.484,1.14,6.5096,0.001,0.0,0,7,1
10.277,1.44,1.03,1.0,5.51,-5.67,5.7,9.68,0.497,9.758,0.57,9.7923,0.024,0.03,1,0,0
9.691,1.19,0.67,1.05,-7.97,-4.38,7.44,8.29,1.096,8.402,1.06,8.4626,0.02,0.02,1,3,1
9.605,0.94,0.59,0.62,-5.15,31.55,2.6,8.28,1.032,8.399,1.0,8.448,0.015,0.01,1,7,1
10.37,1.91,0.98,1.62,-48.76,0.45,8.45,9.68,0.585,9.735,0.66,9.802,0.033,0.03,1,3,0
9.059,1.01,0.7,0.64,-23.67,-18.55,4.4,8.66,0.348,8.704,0.41,8.7448,0.015,0.02,1,7,1
8.926,0.92,0.59,0.73,-115.16,13.93,6.19,7.45,1.125,7.577,1.09,7.6191,0.015,0.02,1,3,1
8.781756678668268,0.64,0.51,0.46,1165.36,1707.56,116.38,4.23,0.576,7.975777382882781,0.65,4.3443,0.01,0.02,0,7,0
6.575,0.73,0.37,0.51,-14.65,-3.26,3.69,6.53,0.051,6.541,0.06,6.556,0.003,0.0,0,7,0
8.277,0.85,0.61,0.63,-1.11,-1.38,0.53,8.13,0.154,8.149,0.17,8.1889,0.008,0.01,0,7,1
9.019,2.07,1.6,1.75,-4.65,-9.96,2.54,7.68,1.024,7.823,1.0,7.8443,0.012,0.01,1,2,1
8.158,0.91,0.54,0.78,12.65,53.0,8.21,6.85,1.028,6.957,1.0,7.0177,0.01,0.01,1,3,1
10.854,1.29,0.97,0.88,-0.02,20.61,14.46,9.83,0.837,9.887,0.88,9.9707,0.033,0.04,1,0,0
9.045,1.03,0.61,0.83,-2.43,-20.21,5.48,7.56,1.14,7.701,1.1,7.731,0.015,0.02,1,7,1
8.536,0.69,0.61,0.57,19.72,-48.8,19.35,7.87,0.552,7.944,0.62,8.0058,0.004,0.0,0,0,0
9.401,1.62,1.66,1.79,-84.34,252.56,19.39,8.5,0.714,8.597,0.77,8.6424,0.003,0.0,1,2,0
5.742,0.73,0.44,0.6,-0.64,15.27,5.6,5.89,-0.098,5.86,-0.08,5.8586,0.002,0.0,0,7,0
10.486,1.36,0.84,1.01,-16.14,15.26,0.42,8.78,1.315,8.918,1.28,8.9372,0.035,0.04,1,2,1
9.731,0.9,0.7,0.68,0.14,-7.7,4.55,8.43,1.016,8.545,0.99,8.5974,0.016,0.01,1,0,1
9.905,1.19,0.81,0.86,-147.84,-73.95,10.8,9.14,0.612,9.21,0.68,9.2732,0.002,0.0,1,2,0
9.075,1.08,0.74,0.75,-2.2,-2.31,0.16,8.81,0.26,8.862,0.29,8.8911,0.015,0.02,0,7,1
8.775,0.92,0.54,0.77,58.39,84.95,11.82,7.52,0.961,7.617,0.95,7.687,0.015,0.01,0,7,1
7.152,0.81,0.55,0.68,9.59,-4.5,8.26,5.38,1.343,5.535,1.28,5.5386,0.004,0.03,1,6,1
5.448,0.51,0.42,0.42,-0.64,-4.01,10.65,5.5,-0.046,5.494,-0.02,5.496,0.002,0.0,0,0,0
9.48,0.79,0.67,0.71,43.67,128.8,11.33,8.73,0.627,8.787,0.69,8.8606,0.015,0.01,1,0,0
9.84,0.79,0.62,0.66,12.86,46.4,3.27,8.3,1.152,8.446,1.11,8.4673,0.019,0.02,0,0,1
9.367,0.71,0.53,0.51,-0.43,-2.92,0.49,6.8,2.02,7.059,2.28,6.8537,0.015,0.03,1,7,1
10.268,1.06,0.64,0.96,-22.67,29.46,0.75,8.38,1.48,8.534,1.5,8.5095,0.015,0.02,1,2,1
9.225,0.93,0.55,0.79,26.7,36.15,3.7,7.39,1.417,7.548,1.44,7.5299,0.01,0.03,1,7,1
7.915,0.87,0.5,0.68,-17.29,-29.44,5.05,5.79,1.595,5.996,1.78,5.9028,0.015,0.03,0,6,1
10.068,1.15,0.75,0.91,16.51,-2.37,5.44,8.74,1.041,8.85,1.01,8.9047,0.027,0.02,1,3,1
12.295,2.37,1.41,1.85,-250.9,-122.14,12.88,10.98,1.013,11.168,1.06,11.1212,0.018,0.02,1,6,0
7.135,0.9,0.5,0.81,2.54,3.75,6.42,6.78,0.311,6.801,0.36,6.8562,0.007,0.01,0,3,1
10.046,1.25,0.78,0.91,-8.56,2.52,0.6,8.67,1.066,8.796,1.03,8.8418,0.018,0.01,1,2,1
10.209,0.89,0.76,0.8,3.62,69.67,5.76,9.58,0.546,9.627,0.62,9.6996,0.025,0.02,1,0,0
8.803,1.01,0.58,0.86,-59.62,-7.05,9.04,8.17,0.523,8.23,0.6,8.2861,0.015,0.02,1,3,0
7.735,0.82,0.53,0.6,-37.36,-45.31,9.31,7.14,0.506,7.18,0.59,7.245,0.011,0.02,0,2,0
9.004,1.21,0.73,0.9,-86.06,-113.07,12.68,8.38,0.536,8.432,0.61,8.4938,0.015,0.02,1,2,0
6.64,1.22,0.77,1.17,-27.47,-35.92,5.22,6.57,0.056,6.602,0.07,6.5954,0.004,0.0,0,7,0
9.449,0.86,0.67,0.65,-26.98,-9.45,10.14,8.41,0.819,8.505,0.84,8.5541,0.025,0.02,1,0,0
10.088,1.4,0.85,1.2,-37.71,77.35,11.58,9.31,0.667,9.342,0.73,9.4488,0.027,0.02,1,2,0
